sentence,label,text_clean
"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",positive,finnish security privacy software solution developer stonesoft oyj say january preliminary sale stonegate product grow pct year year mln euro mln fourth quarter
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",positive,finnish silicon wafer technology company okmetic oyj omx helsinki okm report Thursday august operating profit eur period january June eur corresponding period
Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,positive,finnish software developer do solution oyj say net profit increase mln euro mln mln euro mln
First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,positive,first quarter underlying operating profit rose mln eur mln year early
"Following the acquisition , Relacom will strengthen its presence in Finland , serving operators and office market with mobile and fixed networks construction , installation and maintenance services .",positive,follow acquisition relacom strengthen presence finland serving operator office market mobile fix network construction installation maintenance service
"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",positive,first nine month company net profit rise eur eur corresponding period
"HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year .",positive,helsinki afx retail wholesale group kesko report net sale mln eur february increase pct year year
"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",positive,however net sale see grow eur eur
"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said .",positive,however sale return growth april June ceo pekka eloholma say
"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",positive,ragutis control finnish brewery report per cent rise beer sale million litre hold per cent market share
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",positive,svytury uteno alus control nordic group baltic beverage hold bbh post per cent growth beer sale january may million litre
"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",positive,december alone member lithuanian brewer association sell total million liter beer increase percent sale million liter december
"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .",positive,january september group net interest income increase eur mn eur mn january september
"In Q1 of 2010 , Bank of +land 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",positive,bank land net interest income increase eur mn eur mn
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",positive,sweden operating profit period review totale eur mn corresponding period
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",positive,fourth quarter orion net profit go year year eur
"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",positive,second quarter group net profit rose eur million eur million april June
"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",positive,second quarter group net profit rose eur eur april June
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",positive,third quarter net sale increase year year eur million comparable currency rate growth
"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .",positive,third quarter net sale increase year year eur comparable currency rate growth
Its market share widened to 48.51 percent from 48.31 percent a year earlier .,positive,market share widen percent percent year early
"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",positive,kesko agro eesti retailer wholesaler grain agricultural warehousing machinery accessory net sale million euro increase one tenth preced year
"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",positive,kesko car import retailing business vv auto see sale grow pct
Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .,positive,kone net sale rise year year first nine month
"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",positive,adp news February finnish management software solution provider ixono oyj hel xns say today net profit rise eur million usd eur million
"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",positive,adp news February finnish solution provider affecto oyj hel afe say today net profit rise eur million usd eur million
"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .",positive,adp news February finnish fishing tackle company rapala vmc corp hel rap say today net profit rise eur million usd eur million
"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1",positive,adp news nov finnish electronic measurement product solution maker vaisala oyj omx vaias say today net profit rise eur million usd first nine month eur
